Unnamed: 0,From,To,Booking_date,Journey_date,Airline,Code,Departure,Arrival,Duration,Stops,Price,Booking_Hour,Booking_DateTime,Booking_Slot,Lead_Time_Days,Duration_mins,Route
2852,Delhi,Goa,24-06-2022,30-06-2022,Vistara,UK-807,20:40,14:05,17h 25m,1-stop,20968,22,24-06-2022 22:00,Night,6,1045,Delhi -> Goa
2853,Delhi,Goa,24-06-2022,30-06-2022,Vistara,UK-805,11:45,14:05,26h 20m,1-stop,20968,23,24-06-2022 23:00,Night,6,1580,Delhi -> Goa
2854,Delhi,Goa,24-06-2022,30-06-2022,Vistara,UK-809,19:50,14:05,18h 15m,1-stop,22230,6,24-06-2022 06:00,Morning,6,1095,Delhi -> Goa
2855,Delhi,Goa,24-06-2022,30-06-2022,Vistara,UK-817,16:05,14:05,22h 00m,1-stop,22230,4,24-06-2022 04:00,Night,6,1320,Delhi -> Goa
2856,Delhi,Goa,24-06-2022,30-06-2022,Vistara,UK-819,14:15,14:05,23h 50m,1-stop,22230,0,24-06-2022 00:00,Night,6,1430,Delhi -> Goa
2857,Delhi,Goa,24-06-2022,30-06-2022,Vistara,UK-813,17:35,14:05,20h 30m,1-stop,22755,12,24-06-2022 12:00,Afternoon,6,1230,Delhi -> Goa
2858,Goa,Delhi,24-06-2022,24-06-2022,IndiGo,6E-2336,22:00,00:35,02h 35m,non-stop,9621,20,24-06-2022 20:00,Evening,0,155,Goa -> Delhi
2859,Goa,Delhi,24-06-2022,24-06-2022,Air Asia,I5-472,22:30,09:30,11h 00m,1-stop,9621,17,24-06-2022 17:00,Evening,0,660,Goa -> Delhi
2860,Goa,Delhi,24-06-2022,24-06-2022,Air Asia,I5-774,23:05,01:50,02h 45m,non-stop,10357,12,24-06-2022 12:00,Afternoon,0,165,Goa -> Delhi
2861,Goa,Delhi,24-06-2022,24-06-2022,GO FIRST,G8- 914,21:55,09:40,11h 45m,1-stop,9621,20,24-06-2022 20:00,Evening,0,705,Goa -> Delhi
2863,Goa,Delhi,24-06-2022,24-06-2022,IndiGo,6E- 589,21:10,03:30,06h 20m,1-stop,9936,20,24-06-2022 20:00,Evening,0,380,Goa -> Delhi
2864,Goa,Delhi,24-06-2022,24-06-2022,Vistara,UK-856,21:55,00:40,02h 45m,non-stop,10357,17,24-06-2022 17:00,Evening,0,165,Goa -> Delhi
2887,Goa,Delhi,24-06-2022,25-06-2022,SpiceJet,SG- 487,17:35,09:35,16h 00m,1-stop,9621,4,24-06-2022 04:00,Night,1,960,Goa -> Delhi
2889,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 285,17:25,20:10,02h 45m,non-stop,9621,12,24-06-2022 12:00,Afternoon,1,165,Goa -> Delhi
2890,Goa,Delhi,24-06-2022,25-06-2022,SpiceJet,SG- 454,13:30,22:00,08h 30m,1-stop,9621,3,24-06-2022 03:00,Night,1,510,Goa -> Delhi
2891,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-472,22:30,09:30,11h 00m,1-stop,9621,16,24-06-2022 16:00,Afternoon,1,660,Goa -> Delhi
2892,Goa,Delhi,24-06-2022,25-06-2022,SpiceJet,SG- 454,13:30,09:35,20h 05m,1-stop,9621,2,24-06-2022 02:00,Night,1,1205,Goa -> Delhi
2893,Goa,Delhi,24-06-2022,25-06-2022,SpiceJet,SG-8212,13:05,15:40,02h 35m,non-stop,9621,16,24-06-2022 16:00,Afternoon,1,155,Goa -> Delhi
2894,Goa,Delhi,24-06-2022,25-06-2022,SpiceJet,SG- 958,18:10,21:10,03h 00m,non-stop,9621,10,24-06-2022 10:00,Morning,1,180,Goa -> Delhi
2895,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6532,00:50,03:25,02h 35m,non-stop,9621,20,24-06-2022 20:00,Evening,1,155,Goa -> Delhi
2896,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-2336,22:00,00:35,02h 35m,non-stop,9621,19,24-06-2022 19:00,Evening,1,155,Goa -> Delhi
2897,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-2332,14:05,16:50,02h 45m,non-stop,9621,22,24-06-2022 22:00,Night,1,165,Goa -> Delhi
2898,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-2119,19:15,22:00,02h 45m,non-stop,9621,20,24-06-2022 20:00,Evening,1,165,Goa -> Delhi
2899,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 381,06:40,12:05,05h 25m,1-stop,9621,3,24-06-2022 03:00,Night,1,325,Goa -> Delhi
2900,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 372,18:25,23:55,05h 30m,1-stop,9621,1,24-06-2022 01:00,Night,1,330,Goa -> Delhi
2901,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 332,13:15,19:00,05h 45m,1-stop,9621,19,24-06-2022 19:00,Evening,1,345,Goa -> Delhi
2902,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-1455,15:15,21:10,05h 55m,1-stop,9621,15,24-06-2022 15:00,Afternoon,1,355,Goa -> Delhi
2903,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-974,18:30,01:10,06h 40m,2+-stop,9621,17,24-06-2022 17:00,Evening,1,400,Goa -> Delhi
2904,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 315,17:10,23:55,06h 45m,1-stop,9621,7,24-06-2022 07:00,Morning,1,405,Goa -> Delhi
2905,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 332,13:15,20:05,06h 50m,1-stop,9621,2,24-06-2022 02:00,Night,1,410,Goa -> Delhi
2906,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-974,18:30,01:20,06h 50m,2+-stop,9621,8,24-06-2022 08:00,Morning,1,410,Goa -> Delhi
2907,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 380,00:05,08:00,07h 55m,1-stop,9621,19,24-06-2022 19:00,Evening,1,475,Goa -> Delhi
2908,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 372,18:25,02:20,07h 55m,1-stop,9621,5,24-06-2022 05:00,Morning,1,475,Goa -> Delhi
2909,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-974,18:30,03:20,08h 50m,2+-stop,9621,9,24-06-2022 09:00,Morning,1,530,Goa -> Delhi
2910,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 315,17:10,02:20,09h 10m,1-stop,9621,20,24-06-2022 20:00,Evening,1,550,Goa -> Delhi
2911,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-1455,15:15,01:20,10h 05m,1-stop,9621,9,24-06-2022 09:00,Morning,1,605,Goa -> Delhi
2912,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 286,13:50,00:15,10h 25m,1-stop,9621,12,24-06-2022 12:00,Afternoon,1,625,Goa -> Delhi
2913,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 332,13:15,23:55,10h 40m,1-stop,9621,16,24-06-2022 16:00,Afternoon,1,640,Goa -> Delhi
2914,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 914,21:55,09:40,11h 45m,1-stop,9621,8,24-06-2022 08:00,Morning,1,705,Goa -> Delhi
2915,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 380,00:05,12:05,12h 00m,1-stop,9621,16,24-06-2022 16:00,Afternoon,1,720,Goa -> Delhi
2916,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-1455,15:15,03:20,12h 05m,1-stop,9621,23,24-06-2022 23:00,Night,1,725,Goa -> Delhi
2917,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 381,06:40,19:00,12h 20m,1-stop,9621,8,24-06-2022 08:00,Morning,1,740,Goa -> Delhi
2918,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-1455,15:15,03:55,12h 40m,1-stop,9621,8,24-06-2022 08:00,Morning,1,760,Goa -> Delhi
2919,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 332,13:15,02:20,13h 05m,1-stop,9621,0,24-06-2022 00:00,Night,1,785,Goa -> Delhi
2920,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 381,06:40,20:05,13h 25m,1-stop,9621,1,24-06-2022 01:00,Night,1,805,Goa -> Delhi
2921,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 372,18:25,08:00,13h 35m,1-stop,9621,15,24-06-2022 15:00,Afternoon,1,815,Goa -> Delhi
2922,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-974,18:30,08:55,14h 25m,2+-stop,9621,0,24-06-2022 00:00,Night,1,865,Goa -> Delhi
2923,Goa,Delhi,24-06-2022,25-06-2022,GO FIRST,G8- 315,17:10,08:00,14h 50m,1-stop,9621,9,24-06-2022 09:00,Morning,1,890,Goa -> Delhi
2924,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-2044,13:00,15:35,02h 35m,non-stop,9884,17,24-06-2022 17:00,Evening,1,155,Goa -> Delhi
2925,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-2183,15:25,18:00,02h 35m,non-stop,9884,7,24-06-2022 07:00,Morning,1,155,Goa -> Delhi
2929,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 744,07:20,12:10,04h 50m,1-stop,9936,20,24-06-2022 20:00,Evening,1,290,Goa -> Delhi
2930,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6955,00:55,05:50,04h 55m,1-stop,9936,10,24-06-2022 10:00,Morning,1,295,Goa -> Delhi
2931,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 137,06:45,11:40,04h 55m,1-stop,9936,22,24-06-2022 22:00,Night,1,295,Goa -> Delhi
2932,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6097,13:10,18:10,05h 00m,1-stop,9936,1,24-06-2022 01:00,Night,1,300,Goa -> Delhi
2933,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6236,02:05,07:15,05h 10m,1-stop,9936,7,24-06-2022 07:00,Morning,1,310,Goa -> Delhi
2934,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 714,16:30,21:40,05h 10m,1-stop,9936,21,24-06-2022 21:00,Night,1,310,Goa -> Delhi
2935,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6877,01:40,06:55,05h 15m,1-stop,9936,7,24-06-2022 07:00,Morning,1,315,Goa -> Delhi
2936,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 468,18:10,23:30,05h 20m,1-stop,9936,16,24-06-2022 16:00,Afternoon,1,320,Goa -> Delhi
2937,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 137,06:45,12:20,05h 35m,1-stop,9936,14,24-06-2022 14:00,Afternoon,1,335,Goa -> Delhi
2938,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6811,18:30,00:25,05h 55m,1-stop,9936,16,24-06-2022 16:00,Afternoon,1,355,Goa -> Delhi
2939,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-5029,19:50,01:45,05h 55m,1-stop,9936,22,24-06-2022 22:00,Night,1,355,Goa -> Delhi
2940,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 418,17:15,23:20,06h 05m,1-stop,9936,23,24-06-2022 23:00,Night,1,365,Goa -> Delhi
2941,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6097,13:10,19:25,06h 15m,1-stop,9936,12,24-06-2022 12:00,Afternoon,1,375,Goa -> Delhi
2942,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 589,21:10,03:30,06h 20m,1-stop,9936,18,24-06-2022 18:00,Evening,1,380,Goa -> Delhi
2943,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 712,14:45,21:15,06h 30m,1-stop,9936,4,24-06-2022 04:00,Night,1,390,Goa -> Delhi
2944,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6955,00:55,07:30,06h 35m,1-stop,9936,11,24-06-2022 11:00,Morning,1,395,Goa -> Delhi
2945,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 468,18:10,00:45,06h 35m,1-stop,9936,0,24-06-2022 00:00,Night,1,395,Goa -> Delhi
2946,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6386,18:40,01:40,07h 00m,1-stop,9936,22,24-06-2022 22:00,Night,1,420,Goa -> Delhi
2947,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6236,02:05,09:15,07h 10m,1-stop,9936,4,24-06-2022 04:00,Night,1,430,Goa -> Delhi
2948,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E-6097,13:10,20:45,07h 35m,1-stop,9936,7,24-06-2022 07:00,Morning,1,455,Goa -> Delhi
2949,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-330,17:45,21:45,04h 00m,1-stop,10251,12,24-06-2022 12:00,Afternoon,1,240,Goa -> Delhi
2950,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-856,21:55,00:40,02h 45m,non-stop,10357,7,24-06-2022 07:00,Morning,1,165,Goa -> Delhi
2952,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-774,23:05,01:50,02h 45m,non-stop,11511,22,24-06-2022 22:00,Night,1,165,Goa -> Delhi
2953,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-848,14:25,17:05,02h 40m,non-stop,10882,10,24-06-2022 10:00,Morning,1,160,Goa -> Delhi
2954,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 637,15:15,19:40,04h 25m,1-stop,10997,0,24-06-2022 00:00,Night,1,265,Goa -> Delhi
2955,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 637,15:15,20:55,05h 40m,1-stop,10997,12,24-06-2022 12:00,Afternoon,1,340,Goa -> Delhi
2956,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 714,16:30,22:55,06h 25m,1-stop,10997,18,24-06-2022 18:00,Evening,1,385,Goa -> Delhi
2957,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 137,06:45,14:10,07h 25m,1-stop,10997,23,24-06-2022 23:00,Night,1,445,Goa -> Delhi
2958,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 813,14:30,20:00,05h 30m,1-stop,11527,2,24-06-2022 02:00,Night,1,330,Goa -> Delhi
2959,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 948,02:25,08:45,06h 20m,1-stop,11527,23,24-06-2022 23:00,Night,1,380,Goa -> Delhi
2960,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-776,13:45,16:30,02h 45m,non-stop,12247,16,24-06-2022 16:00,Afternoon,1,165,Goa -> Delhi
2961,Goa,Delhi,24-06-2022,25-06-2022,Air Asia,I5-799,16:35,19:20,02h 45m,non-stop,12247,4,24-06-2022 04:00,Night,1,165,Goa -> Delhi
2962,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 744,07:20,13:55,06h 35m,1-stop,12587,19,24-06-2022 19:00,Evening,1,395,Goa -> Delhi
2977,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,18:05,04h 45m,1-stop,13818,20,24-06-2022 20:00,Evening,1,285,Goa -> Delhi
2978,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,19:45,06h 25m,1-stop,13818,7,24-06-2022 07:00,Morning,1,385,Goa -> Delhi
2979,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,20:40,07h 20m,1-stop,13818,13,24-06-2022 13:00,Afternoon,1,440,Goa -> Delhi
2980,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,21:55,08h 35m,1-stop,13818,3,24-06-2022 03:00,Night,1,515,Goa -> Delhi
2981,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,23:00,09h 40m,1-stop,13818,10,24-06-2022 10:00,Morning,1,580,Goa -> Delhi
2982,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,00:10,10h 50m,1-stop,13818,19,24-06-2022 19:00,Evening,1,650,Goa -> Delhi
2983,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,00:55,11h 35m,1-stop,13818,14,24-06-2022 14:00,Afternoon,1,695,Goa -> Delhi
2984,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,08:35,19h 15m,1-stop,13818,18,24-06-2022 18:00,Evening,1,1155,Goa -> Delhi
2990,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,22:25,07h 45m,1-stop,15183,6,24-06-2022 06:00,Morning,1,465,Goa -> Delhi
2991,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,23:50,09h 10m,1-stop,15183,18,24-06-2022 18:00,Evening,1,550,Goa -> Delhi
2992,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 381,14:40,20:45,06h 05m,1-stop,15239,18,24-06-2022 18:00,Evening,1,365,Goa -> Delhi
2993,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 921,07:25,14:40,07h 15m,1-stop,15769,10,24-06-2022 10:00,Morning,1,435,Goa -> Delhi
2995,Goa,Delhi,24-06-2022,25-06-2022,IndiGo,6E- 381,14:40,22:00,07h 20m,1-stop,16299,4,24-06-2022 04:00,Night,1,440,Goa -> Delhi
2996,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,22:45,09h 25m,1-stop,16650,4,24-06-2022 04:00,Night,1,565,Goa -> Delhi
2997,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,12:30,21h 50m,1-stop,16650,21,24-06-2022 21:00,Night,1,1310,Goa -> Delhi
2998,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,12:30,21h 50m,1-stop,16650,7,24-06-2022 07:00,Morning,1,1310,Goa -> Delhi
2999,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,12:30,23h 10m,1-stop,16650,9,24-06-2022 09:00,Morning,1,1390,Goa -> Delhi
3000,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,12:30,23h 10m,1-stop,16650,5,24-06-2022 05:00,Morning,1,1390,Goa -> Delhi
3001,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,12:30,23h 10m,1-stop,16650,14,24-06-2022 14:00,Afternoon,1,1390,Goa -> Delhi
3002,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,12:30,23h 10m,1-stop,16650,15,24-06-2022 15:00,Afternoon,1,1390,Goa -> Delhi
3003,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,19:50,30h 30m,1-stop,16704,16,24-06-2022 16:00,Afternoon,1,1830,Goa -> Delhi
3004,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,19:50,30h 30m,1-stop,16704,7,24-06-2022 07:00,Morning,1,1830,Goa -> Delhi
3005,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,09:00,18h 20m,1-stop,16967,7,24-06-2022 07:00,Morning,1,1100,Goa -> Delhi
3006,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,1-stop,16967,8,24-06-2022 08:00,Morning,1,1180,Goa -> Delhi
3007,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,1-stop,16967,1,24-06-2022 01:00,Night,1,1180,Goa -> Delhi
3008,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,09:00,19h 40m,1-stop,16967,14,24-06-2022 14:00,Afternoon,1,1180,Goa -> Delhi
3009,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,19:55,29h 15m,1-stop,16967,17,24-06-2022 17:00,Evening,1,1755,Goa -> Delhi
3010,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,19:55,29h 15m,1-stop,16967,2,24-06-2022 02:00,Night,1,1755,Goa -> Delhi
3011,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-842,13:20,19:55,30h 35m,1-stop,16967,16,24-06-2022 16:00,Afternoon,1,1835,Goa -> Delhi
3012,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,21:30,06h 50m,1-stop,16970,3,24-06-2022 03:00,Night,1,410,Goa -> Delhi
3013,Goa,Delhi,24-06-2022,25-06-2022,Vistara,UK-868,14:40,20:20,05h 40m,1-stop,17705,3,24-06-2022 03:00,Night,1,340,Goa -> Delhi
3017,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-6532,00:50,03:25,02h 35m,non-stop,9621,13,24-06-2022 13:00,Afternoon,2,155,Goa -> Delhi
3018,Goa,Delhi,24-06-2022,26-06-2022,GO FIRST,G8- 381,06:40,19:00,12h 20m,1-stop,9621,8,24-06-2022 08:00,Morning,2,740,Goa -> Delhi
3019,Goa,Delhi,24-06-2022,26-06-2022,GO FIRST,G8- 381,06:40,20:05,13h 25m,1-stop,9621,8,24-06-2022 08:00,Morning,2,805,Goa -> Delhi
3020,Goa,Delhi,24-06-2022,26-06-2022,GO FIRST,G8-3022,07:15,22:30,15h 15m,1-stop,9621,22,24-06-2022 22:00,Night,2,915,Goa -> Delhi
3026,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-6955,00:55,05:50,04h 55m,1-stop,9936,17,24-06-2022 17:00,Evening,2,295,Goa -> Delhi
3027,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-6236,02:05,07:15,05h 10m,1-stop,9936,9,24-06-2022 09:00,Morning,2,310,Goa -> Delhi
3028,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-6877,01:40,06:55,05h 15m,1-stop,9936,20,24-06-2022 20:00,Evening,2,315,Goa -> Delhi
3029,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-5029,19:50,01:45,05h 55m,1-stop,9936,3,24-06-2022 03:00,Night,2,355,Goa -> Delhi
3030,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E- 418,17:15,23:20,06h 05m,1-stop,9936,11,24-06-2022 11:00,Morning,2,365,Goa -> Delhi
3031,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E- 589,21:10,03:30,06h 20m,1-stop,9936,7,24-06-2022 07:00,Morning,2,380,Goa -> Delhi
3032,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-6955,00:55,07:30,06h 35m,1-stop,9936,1,24-06-2022 01:00,Night,2,395,Goa -> Delhi
3033,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-6236,02:05,09:15,07h 10m,1-stop,9936,21,24-06-2022 21:00,Night,2,430,Goa -> Delhi
3034,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E- 637,15:15,19:40,04h 25m,1-stop,10466,12,24-06-2022 12:00,Afternoon,2,265,Goa -> Delhi
3035,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E- 637,15:15,20:55,05h 40m,1-stop,10466,20,24-06-2022 20:00,Evening,2,340,Goa -> Delhi
3036,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-2336,22:00,00:35,02h 35m,non-stop,10724,15,24-06-2022 15:00,Afternoon,2,155,Goa -> Delhi
3037,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-856,21:55,00:40,02h 45m,non-stop,10882,1,24-06-2022 01:00,Night,2,165,Goa -> Delhi
3040,Goa,Delhi,24-06-2022,26-06-2022,Air Asia,I5-1455,15:15,01:20,10h 05m,1-stop,12772,10,24-06-2022 10:00,Morning,2,605,Goa -> Delhi
3041,Goa,Delhi,24-06-2022,26-06-2022,Air Asia,I5-315,08:20,10:55,02h 35m,non-stop,13087,9,24-06-2022 09:00,Morning,2,155,Goa -> Delhi
3042,Goa,Delhi,24-06-2022,26-06-2022,Air Asia,I5-774,23:05,01:50,02h 45m,non-stop,13087,14,24-06-2022 14:00,Afternoon,2,165,Goa -> Delhi
3043,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-6811,18:30,00:25,05h 55m,1-stop,13648,16,24-06-2022 16:00,Afternoon,2,355,Goa -> Delhi
3044,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-2044,13:00,15:35,02h 35m,non-stop,13664,7,24-06-2022 07:00,Morning,2,155,Goa -> Delhi
3045,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E- 137,06:45,11:40,04h 55m,1-stop,13769,17,24-06-2022 17:00,Evening,2,295,Goa -> Delhi
3046,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E- 137,06:45,12:20,05h 35m,1-stop,13769,22,24-06-2022 22:00,Night,2,335,Goa -> Delhi
3047,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E- 137,06:45,14:10,07h 25m,1-stop,13769,8,24-06-2022 08:00,Morning,2,445,Goa -> Delhi
3048,Goa,Delhi,24-06-2022,26-06-2022,GO FIRST,G8- 301,12:00,14:40,02h 40m,non-stop,13989,7,24-06-2022 07:00,Morning,2,160,Goa -> Delhi
3049,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-2183,15:25,18:00,02h 35m,non-stop,14189,13,24-06-2022 13:00,Afternoon,2,155,Goa -> Delhi
3050,Goa,Delhi,24-06-2022,26-06-2022,Air Asia,I5-330,17:45,21:45,04h 00m,1-stop,14241,17,24-06-2022 17:00,Evening,2,240,Goa -> Delhi
3061,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-892,10:20,12:55,02h 35m,non-stop,14557,21,24-06-2022 21:00,Night,2,155,Goa -> Delhi
3062,Goa,Delhi,24-06-2022,26-06-2022,IndiGo,6E-2332,14:05,16:50,02h 45m,non-stop,14609,19,24-06-2022 19:00,Evening,2,165,Goa -> Delhi
3063,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,09:35,25h 10m,2+-stop,14691,19,24-06-2022 19:00,Evening,2,1510,Goa -> Delhi
3064,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,12:40,04h 15m,2+-stop,14817,20,24-06-2022 20:00,Evening,2,255,Goa -> Delhi
3065,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,14:05,05h 40m,2+-stop,14817,11,24-06-2022 11:00,Morning,2,340,Goa -> Delhi
3066,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,16:55,08h 30m,2+-stop,14817,18,24-06-2022 18:00,Evening,2,510,Goa -> Delhi
3067,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,18:05,09h 40m,2+-stop,14817,13,24-06-2022 13:00,Afternoon,2,580,Goa -> Delhi
3068,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,21:55,13h 30m,2+-stop,14817,16,24-06-2022 16:00,Afternoon,2,810,Goa -> Delhi
3069,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,23:00,14h 35m,2+-stop,14817,23,24-06-2022 23:00,Night,2,875,Goa -> Delhi
3070,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,00:10,15h 45m,2+-stop,14817,20,24-06-2022 20:00,Evening,2,945,Goa -> Delhi
3071,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,00:55,16h 30m,2+-stop,14817,2,24-06-2022 02:00,Night,2,990,Goa -> Delhi
3072,Goa,Delhi,24-06-2022,26-06-2022,Vistara,UK-862,08:25,08:35,24h 10m,2+-stop,14817,22,24-06-2022 22:00,Night,2,1450,Goa -> Delhi
